FID,Segment,Start_Lati,Start_Long,End_Latitu,End_Longit,Shape_Leng,Kelp_2013,Comments_2,Kelp_2016,Comments_3,Line_Comme,Kelp_2018V,Validation,Date_of_sa,M_pyrifera,N_luetkean,Kelp_2018,Distance_f,Notes_2018,Kelp_2007,Nereocysti,Macrocysti,Date_2019,Macrocys_1,Nereocys_1,Kelp_2007_,Kelp_2019,Notes_Y,K2007binar,k2018binar,change2007,change_not,segment_nu,macro_2020,nereo_2020,kelp_2020
472,487,48.80276944,-125.1816667,48.80300556,-125.181475,29.97410099,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,487,NA,NA,NA
473,488,48.80300556,-125.181475,48.80324722,-125.1812889,30.3317943,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,488,NA,NA,NA
474,489,48.80324722,-125.1812889,48.80350556,-125.1811667,30.27883991,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,489,NA,NA,NA
475,490,48.80350556,-125.1811667,48.80376389,-125.1810472,30.21885325,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2, ,490,NA,NA,NA
476,491,48.80376389,-125.1810472,48.80402222,-125.1809333,30.10051239,NA, ,NA,Clouds, ,NA, ,20180815,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2, ,491,NA,NA,NA
477,492,48.80402222,-125.1809333,48.80428611,-125.1808333,30.43258786,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,200,large N. luetkeana forest between 100-200 m off shore,0,2,NA,NA,NA,NA,NA,NA,NA,0,1,-1, ,492,NA,NA,NA
478,493,48.80428611,-125.1808333,48.80454722,-125.1807528,29.81032172,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,200,large N. luetkeana forest between 100-200 m off shore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,493,NA,NA,NA
479,494,48.80454722,-125.1807528,48.80481667,-125.1807333,30.17817849,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,200,large N. luetkeana forest between 100-200 m off shore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,494,NA,NA,NA
480,495,48.80481667,-125.1807333,48.80508611,-125.1808083,30.64791961,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,200,large N. luetkeana forest between 100-200 m off shore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,495,NA,NA,NA
481,496,48.80508611,-125.1808083,48.80525278,-125.1811222,29.76097179,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,0,N. luetkeana forest at rocky outcrop in front of shore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,496,NA,NA,NA
482,497,48.80618611,-125.1821583,48.80633056,-125.1825611,33.86853944,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,497,NA,NA,NA
483,498,48.80633056,-125.1825611,48.80647778,-125.1828389,26.31809536,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,498,NA,NA,NA
484,499,48.80647778,-125.1828389,48.80648333,-125.1829,4.557425937,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,499,NA,NA,NA
485,500,48.80648333,-125.1829,48.80665556,-125.1832139,30.15397667,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,500,NA,NA,NA
486,501,48.80665556,-125.1832139,48.806825,-125.1835333,30.27121878,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,501,NA,NA,NA
487,502,48.806825,-125.1835333,48.80691389,-125.1839167,30.02532598,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,502,NA,NA,NA
488,503,48.80691389,-125.1839167,48.80698889,-125.1843056,29.93693391,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,503,NA,NA,NA
489,504,48.80698889,-125.1843056,48.80705556,-125.1851167,60.39706383,NA, ,NA,Clouds, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,504,NA,NA,NA
490,505,48.80705556,-125.1851167,48.80720556,-125.1854556,30.14477296,NA, ,NA,Waves/Shadow, ,NA, ,20180815,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,505,NA,NA,NA
491,506,48.80720556,-125.1854556,48.80741389,-125.1857111,29.99348824,NA, ,NA,Waves/Shadow, ,NA, ,20180815,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,506,NA,NA,NA
492,507,48.80741389,-125.1857111,48.80765833,-125.1858778,29.99191457,NA, ,NA,Waves/Shadow, ,NA, ,20180815,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,507,NA,NA,NA
493,508,48.80765833,-125.1858778,48.80788889,-125.1860861,30.03627314,NA, ,1, , ,NA, ,20180815,NA,NA,NA,0,visibility too low due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,508,NA,NA,NA
494,509,48.81076111,-125.1845194,48.81098611,-125.1842889,30.39133834,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,NA,NA,NA,0,visibility too low due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,509,NA,NA,NA
495,510,48.81098611,-125.1842889,48.81108333,-125.1839056,30.33756985,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,NA,NA,NA,0,visibility too low due to waves and swell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,510,NA,NA,NA
496,511,48.81108333,-125.1839056,48.81118333,-125.1835278,30.07282118,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,511,NA,NA,NA
497,512,48.81118333,-125.1835278,48.81116667,-125.1831222,30.02652742,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2, ,512,NA,NA,NA
498,513,48.81116667,-125.1831222,48.81115278,-125.1827194,29.80230676,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,5,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,1,-1, ,513,NA,NA,NA
499,514,48.81115278,-125.1827194,48.81101389,-125.1823694,30.16938816,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,15,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,1,0, ,514,NA,NA,NA
500,515,48.81101389,-125.1823694,48.810875,-125.1820194,30.1694639,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,30,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,515,NA,NA,NA
501,516,48.810875,-125.1820194,48.81086944,-125.1816083,30.38162041,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,516,NA,NA,NA
502,517,48.81086944,-125.1816083,48.81112222,-125.1814639,30.22460594,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,517,NA,NA,NA
503,518,48.81112222,-125.1814639,48.81103889,-125.181075,30.20919285,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,518,NA,NA,NA
504,519,48.81103889,-125.181075,48.81094722,-125.1806917,30.12070643,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,519,NA,NA,NA
505,520,48.81094722,-125.1806917,48.81067778,-125.1806722,30.17703983,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,520,NA,NA,NA
506,521,48.81067778,-125.1806722,48.81056389,-125.1803056,29.93430978,NA, ,NA,Cloud/Shadow, ,1, ,20180815,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,521,NA,NA,NA
507,522,48.81056389,-125.1803056,48.81051944,-125.1799028,30.17480785,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,2,2,2,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,522,NA,NA,NA
508,523,48.81051944,-125.1799028,48.81073056,-125.1796444,30.37033771,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,523,NA,NA,NA
509,524,48.81073056,-125.1796444,48.81078333,-125.1800444,30.13906407,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,524,NA,NA,NA
510,525,48.81078333,-125.1800444,48.81095833,-125.180325,28.51549917,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,525,NA,NA,NA
511,526,48.81095833,-125.180325,48.811225,-125.1802639,30.17240841,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,2,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,526,NA,NA,NA
512,527,48.811225,-125.1802639,48.81145833,-125.1800528,30.40805116,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,1,2,2,15,small patch of M. pyrifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,527,NA,NA,NA
513,528,48.81145833,-125.1800528,48.81172222,-125.1799694,30.1580282,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,1,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,528,NA,NA,NA
514,529,48.81172222,-125.1799694,48.81193611,-125.1802139,29.98184723,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,529,NA,NA,NA
515,530,48.81193611,-125.1802139,48.81192778,-125.1806222,30.18216701,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,530,NA,NA,NA
516,531,48.81192778,-125.1806222,48.81179167,-125.1809639,29.48330774,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,531,NA,NA,NA
517,532,48.81179167,-125.1809639,48.81183611,-125.1813389,28.14989522,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,532,NA,NA,NA
518,533,48.81183611,-125.1813389,48.81191389,-125.1817278,30.02295285,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,533,NA,NA,NA
519,534,48.81191389,-125.1817278,48.81202222,-125.1821,30.05233406,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,534,NA,NA,NA
520,535,48.81202222,-125.1821,48.81216389,-125.1824472,30.15409705,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,535,NA,NA,NA
521,536,48.81216389,-125.1824472,48.81243611,-125.1831528,60.37659525,NA, ,NA,Cloud/Shadow, ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,536,NA,NA,NA
522,537,48.81243611,-125.1831528,48.81260833,-125.1834722,30.4647962,NA, ,NA, , ,NA, ,20180815,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,537,NA,NA,NA
523,538,48.81260833,-125.1834722,48.81284444,-125.1832722,30.26632642,NA, ,NA, , ,NA, ,20180815,0,0,0,0,NA,2,2,0,NA,NA,NA,NA,NA,NA,1,0,1, ,538,NA,NA,NA
524,539,48.81284444,-125.1832722,48.81287778,-125.1828778,29.37783861,NA, ,NA, , ,NA, ,20180815,0,2,2,3,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,1,0, ,539,NA,NA,NA
525,540,48.81287778,-125.1828778,48.81296667,-125.1824917,30.21040554,NA, ,NA, , ,NA, ,20180815,0,2,2,4,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,1,0, ,540,NA,NA,NA
526,541,48.81267222,-125.1814639,48.81294444,-125.1813861,30.99134731,NA, ,NA, , ,NA, ,20180815,0,1,1,0.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,541,NA,NA,NA
527,542,48.81300833,-125.1809556,48.81297222,-125.1806028,26.37768783,NA, ,NA, , ,NA, ,20180815,2,2,2,7,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,542,NA,NA,NA
528,543,48.81297222,-125.1806028,48.81302778,-125.1802472,26.99861311,NA, ,NA, , ,NA, ,20180815,2,1,2,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,543,NA,NA,NA
529,544,48.81302778,-125.1802472,48.81313611,-125.1798889,29.11500203,NA, ,NA, , ,NA, ,20180815,2,2,2,11,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,544,NA,NA,NA
530,545,48.81313611,-125.1798889,48.81333333,-125.1800333,24.50743442,NA, ,NA, , ,NA, ,20180815,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,545,NA,NA,NA
531,546,48.81333333,-125.1800333,48.81345278,-125.1803972,30.02418348,NA, ,NA, , ,NA, ,20180815,0,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,546,NA,NA,NA
532,547,48.81345278,-125.1803972,48.81359167,-125.1807472,30.16837443,NA, ,NA, , ,NA, ,20180815,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,547,NA,NA,NA
533,548,48.81359167,-125.1807472,48.81370278,-125.180475,23.64241934,NA, ,NA, , ,NA, ,20180815,0,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,548,NA,NA,NA
534,549,48.81370278,-125.180475,48.81357778,-125.1801111,30.30550382,NA, ,NA, , ,NA, ,20180815,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,549,NA,NA,NA
535,550,48.81357778,-125.1801111,48.81348056,-125.1797389,29.57227246,NA, ,NA, , ,NA, ,20180815,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,550,NA,NA,NA
536,551,48.81348056,-125.1797389,48.81365556,-125.1796611,20.40393146,NA, ,NA, , ,NA, ,20180815,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,551,NA,NA,NA
537,552,48.81365556,-125.1796611,48.81381389,-125.1799028,25.15220749,NA, ,NA, , ,NA, ,20180815,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,552,NA,NA,NA
538,553,48.81381389,-125.1799028,48.81393056,-125.1796444,23.12662745,NA, ,NA, , ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,553,NA,NA,NA
539,554,48.81393056,-125.1796444,48.81410278,-125.1794444,24.28061086,NA, ,NA, , ,NA, ,20180815,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,554,NA,NA,NA
540,555,48.81410278,-125.1794444,48.81425556,-125.17935,18.46000601,NA, ,NA, , ,NA, ,20180815,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,555,NA,NA,NA
541,556,48.81425556,-125.17935,48.81436667,-125.1789861,29.62029827,NA, ,NA, , ,NA, ,20180815,0,2,2,0,surge channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,556,NA,NA,NA
542,557,48.81436667,-125.1789861,48.81450556,-125.1786778,27.57288607,NA, ,NA, , ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,557,NA,NA,NA
543,558,48.81450556,-125.1786778,48.81448333,-125.1783111,27.20667589,NA, ,NA, , ,NA, ,20180815,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2, ,558,NA,NA,NA
544,559,48.81448333,-125.1783111,48.81450556,-125.1779194,29.04651494,NA, ,NA, , ,NA, ,20180815,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2, ,559,NA,NA,NA
545,560,48.81450556,-125.1779194,48.81427778,-125.1777361,28.85733089,NA, ,NA, , ,NA, ,20180815,0,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,560,NA,NA,NA
546,561,48.81427778,-125.1777361,48.81403333,-125.1778278,28.17380372,NA, ,NA, , ,NA, ,20180815,0,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,561,NA,NA,NA
547,562,48.81403333,-125.1778278,48.81376389,-125.1778444,30.16766862,NA, ,1, , ,NA, ,20180815,0,2,2,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,562,NA,NA,NA
548,563,48.81376389,-125.1778444,48.81368056,-125.1772444,45.29993991,NA, ,1, , ,NA, ,20180815,2,2,2,20,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,563,NA,NA,NA
549,564,48.81368056,-125.1772444,48.81357222,-125.1768806,29.48528099,NA, ,1, , ,NA, ,20180815,2,2,2,10,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,564,NA,NA,NA
550,565,48.81357222,-125.1768806,48.81372778,-125.17655,29.99151327,NA, ,1, , ,NA, ,20180815,1,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0, ,565,NA,NA,NA
551,566,48.81372778,-125.17655,48.81395556,-125.1763361,29.9850115,NA, ,NA, , ,NA, ,20180815,2,2,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,566,NA,NA,NA
552,567,48.81395556,-125.1763361,48.81393889,-125.175975,26.74450728,NA, ,0, , ,NA, ,20180815,2,2,2,6,NA,2,2,2,20190803,0,1,2,1,NA,1,1,0, ,567,NA,NA,NA
553,568,48.81393889,-125.175975,48.81402222,-125.1755972,29.42881827,1, ,1, , ,1, ,20180815,2,2,2,25,NA,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,568,NA,NA,NA
554,569,48.81402222,-125.1755972,48.81425833,-125.1755917,26.41724301,1, ,1, , ,1, ,20180815,2,2,2,7,NA,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,569,NA,NA,NA
555,570,48.81425833,-125.1755917,48.81437222,-125.1752417,28.8276026,1, ,1, , ,1, ,20180815,2,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,570,NA,NA,NA
556,571,48.81437222,-125.1752417,48.814625,-125.1753806,30.08354222,NA, ,1, , ,1, ,20180815,1,2,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,571,NA,NA,NA
557,572,48.814625,-125.1753806,48.81481111,-125.1756778,30.25960766,NA, ,1, , ,1, ,20180815,0,2,2,60,NA,NA,NA,NA,20190803,0,2,2,2,NA,NA,1,NA, ,572,NA,NA,NA
558,573,48.81481111,-125.1756778,48.81502778,-125.1756694,24.24726374,NA, ,NA, , ,1, ,20180815,0,2,2,15,NA,2,NA,NA,20190803,0,1,2,1,NA,1,1,0, ,573,NA,NA,NA
559,574,48.81502778,-125.1756694,48.81519167,-125.17535,29.8835044,NA, ,NA, , ,1, ,20180815,0,2,2,40,NA,2,NA,NA,20190803,0,1,2,1,NA,1,1,0, ,574,NA,NA,NA
560,575,48.81519167,-125.17535,48.81539444,-125.1750806,30.17842734,NA, ,NA, , ,1, ,20180815,0,2,2,30,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,575,NA,NA,NA
561,576,48.81539444,-125.1750806,48.81564444,-125.1750083,28.47356904,NA, ,NA, , ,NA, ,20180815,0,2,2,4,NA,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,576,NA,NA,NA
562,577,48.81564444,-125.1750083,48.81561111,-125.1748,15.8347502,NA, ,NA, , ,NA, ,20180815,0,2,2,3,NA,NA,NA,NA,20190803,0,2,2,2,NA,NA,1,NA, ,577,NA,NA,NA
563,578,48.81561111,-125.1748,48.81558611,-125.1744472,26.21497611,NA, ,NA, , ,NA, ,20180815,0,2,2,30,NA,2,2,0,20190803,0,2,2,2,NA,1,1,0, ,578,NA,NA,NA
564,579,48.81558611,-125.1744472,48.81575278,-125.1741278,30.07515886,NA, ,NA, , ,NA, ,20180815,0,2,2,20,NA,2,2,0,20190803,0,2,2,2,NA,1,1,0, ,579,NA,NA,NA
565,580,48.81575278,-125.1741278,48.81581944,-125.1737417,29.48420834,NA, ,NA, , ,NA, ,20180815,0,2,2,25,NA,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,580,NA,NA,NA
566,581,48.81581944,-125.1737417,48.81562778,-125.1736278,23.03366025,NA, ,NA, , ,NA, ,20180815,0,2,2,10,NA,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,581,NA,NA,NA
567,582,48.81562778,-125.1736278,48.81562222,-125.1732444,28.33298503,NA, ,NA, , ,NA, ,20180815,0,2,2,10,NA,2,2,NA,20190803,0,2,2,2,NA,1,1,0, ,582,NA,NA,NA
568,583,48.81562222,-125.1732444,48.81535556,-125.1732,30.01171105,NA, ,NA, , ,NA, ,20180815,0,2,2,5,NA,2,NA,NA,20190803,0,2,2,2,NA,1,1,0, ,583,NA,NA,NA
569,584,48.81535556,-125.1732,48.81519444,-125.1728944,28.89080124,NA, ,0, , ,NA, ,20180815,0,2,2,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,584,NA,NA,NA
570,585,48.81519444,-125.1728944,48.81497778,-125.172675,29.15907917,NA, ,NA, , ,NA, ,20180815,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,585,NA,NA,NA
571,586,48.81497778,-125.172675,48.814775,-125.1724056,30.17948338,NA, ,0, , ,NA, ,20180815,2,0,2,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,586,NA,NA,NA
572,587,48.814775,-125.1724056,48.814875,-125.1720278,30.0713399,NA, ,1, , ,1, ,20180815,2,0,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,587,NA,NA,NA
573,588,48.814875,-125.1720278,48.81490278,-125.1716361,29.1062564,NA, ,NA, , ,1, ,20180815,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1, ,588,NA,NA,NA
574,589,48.81490278,-125.1716361,48.814975,-125.1713306,23.97362358,NA, ,1, , ,1, ,20180815,2,0,2,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,589,NA,NA,NA
575,590,48.814975,-125.1713306,48.81473333,-125.1714667,28.84565927,NA, ,1, , ,1, ,20180815,2,0,2,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,590,NA,NA,NA
576,591,48.81473333,-125.1714667,48.81451944,-125.1717139,30.10217289,NA, ,1, , ,1, ,20180815,2,1,2,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,591,NA,NA,NA
577,592,48.81451944,-125.1717139,48.81425,-125.1717472,30.24320496,NA, ,1, , ,1, ,20180815,2,0,2,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,592,NA,NA,NA
578,900,48.91224722,-125.033575,48.91225278,-125.0339833,30.1189192,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,10,scattered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,900,NA,NA,NA
579,901,48.91225278,-125.0339833,48.9123,-125.0343861,30.17302612,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,901,NA,NA,NA
580,902,48.9123,-125.0343861,48.91227222,-125.0347417,26.40933747,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,902,NA,NA,NA
581,903,48.91227222,-125.0347417,48.91228056,-125.0351222,28.07767275,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,903,NA,NA,NA
582,904,48.91228056,-125.0351222,48.912075,-125.0353556,28.72842625,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,904,NA,NA,NA
583,905,48.912075,-125.0353556,48.91181389,-125.0352417,30.39965329,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,905,NA,NA,NA
584,906,48.91181389,-125.0352417,48.91156389,-125.0350917,30.0810022,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,906,NA,NA,NA
585,907,48.91156389,-125.0350917,48.91136389,-125.03485,28.61031166,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,907,NA,NA,NA
586,908,48.91136389,-125.03485,48.91136111,-125.0344778,27.45230915,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,908,NA,NA,NA
587,909,48.91136111,-125.0344778,48.91150556,-125.0341278,30.45582292,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,909,NA,NA,NA
